FlightDate,UniqueCarrier,Carrier,Origin,OriginCityName,OriginState,Dest,DestCityName,DestState,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,ArrTime,ArrDelay,ArrDelayMinutes,ArrivalDelayGroups,Cancelled,ActualElapsedTime,AirTime,Distance
1/17/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1952,22,22,1,1,2224,4,4,0,0,212,190,1437
1/18/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1959,29,29,1,1,2224,4,4,0,0,205,171,1437
1/19/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1927,-3,0,0,-1,2214,-6,0,-1,0,227,209,1437
1/20/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1933,3,3,0,0,2218,-2,0,-1,0,225,193,1437
1/21/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1928,-2,0,0,-1,2202,-18,0,-2,0,214,201,1437
1/22/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1927,-3,0,0,-1,2215,-5,0,-1,0,228,209,1437
1/23/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1931,1,1,0,0,2203,-17,0,-2,0,212,199,1437
1/24/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,,,,,,,,,,1,,,1437
1/25/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1938,8,8,0,0,2215,-5,0,-1,0,217,201,1437
1/26/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,2057,87,87,1,5,3,103,103,6,0,246,228,1437
1/27/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,2020,50,50,1,3,2301,41,41,2,0,221,204,1437
1/28/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1958,28,28,1,1,2228,8,8,0,0,210,190,1437
1/29/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,2030,60,60,1,4,2305,45,45,3,0,215,193,1437
1/30/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,2048,78,78,1,5,8,108,108,7,0,260,235,1437
1/31/2014,AA,AA,ORD,"Chicago, IL",IL,TUS,"Tucson, AZ",AZ,1932,2,2,0,0,2237,17,17,1,0,245,229,1437
1/1/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1505,0,0,0,0,1558,-17,0,-2,0,173,158,1171
1/2/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1510,5,5,0,0,1611,-4,0,-1,0,181,159,1171
1/3/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1602,57,57,1,3,1706,51,51,3,0,184,166,1171
1/4/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1503,-2,0,0,-1,1611,-4,0,-1,0,188,168,1171
1/5/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1524,19,19,1,1,1642,27,27,1,0,198,178,1171
1/6/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1715,130,130,1,8,1822,127,127,8,0,187,160,1171
1/7/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1518,13,13,0,0,1625,10,10,0,0,187,168,1171
1/8/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1507,2,2,0,0,1614,-1,0,-1,0,187,165,1171
1/9/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1536,31,31,1,2,1703,48,48,3,0,207,170,1171
1/10/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1550,45,45,1,3,1643,28,28,1,0,173,158,1171
1/11/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1502,-3,0,0,-1,1553,-22,0,-2,0,171,154,1171
1/12/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1516,11,11,0,0,1622,7,7,0,0,186,171,1171
1/13/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1554,49,49,1,3,1652,37,37,2,0,178,162,1171
1/14/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1501,-4,0,0,-1,1556,-19,0,-2,0,175,160,1171
1/15/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1503,-2,0,0,-1,1552,-23,0,-2,0,169,152,1171
1/16/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1511,6,6,0,0,1615,0,0,0,0,184,163,1171
1/17/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1521,16,16,1,1,1624,9,9,0,0,183,161,1171
1/18/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1508,3,3,0,0,1608,-7,0,-1,0,180,163,1171
1/19/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1500,-5,0,0,-1,1602,-13,0,-1,0,182,167,1171
1/20/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1459,-6,0,0,-1,1620,5,5,0,0,201,172,1171
1/21/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1506,1,1,0,0,1559,-16,0,-2,0,173,156,1171
1/22/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1511,6,6,0,0,1623,8,8,0,0,192,169,1171
1/23/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1541,36,36,1,2,1657,42,42,2,0,196,174,1171
1/24/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1503,-2,0,0,-1,1618,3,3,0,0,195,176,1171
1/25/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1525,20,20,1,1,1622,7,7,0,0,177,157,1171
1/26/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1516,11,11,0,0,1628,13,13,0,0,192,173,1171
1/27/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1501,-4,0,0,-1,1612,-3,0,-1,0,191,167,1171
1/28/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1505,0,0,0,0,1608,-7,0,-1,0,183,167,1171
1/29/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1530,25,25,1,1,1642,27,27,1,0,192,169,1171
1/30/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1509,4,4,0,0,1615,0,0,0,0,186,170,1171
1/31/2014,AA,AA,DFW,"Dallas/Fort Worth, TX",TX,SAN,"San Diego, CA",CA,1503,-2,0,0,-1,1607,-8,0,-1,0,184,170,1171
1/29/2014,AA,AA,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,1851,51,51,1,3,28,29,29,1,0,217,200,1846
1/30/2014,AA,AA,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,2047,167,167,1,11,225,146,146,9,0,218,196,1846
1/31/2014,AA,AA,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,1845,45,45,1,3,35,36,36,2,0,230,207,1846
1/1/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1322,22,22,1,1,1636,16,16,1,0,134,96,740
1/2/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1323,23,23,1,1,1714,54,54,3,0,171,115,740
1/3/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1317,17,17,1,1,1638,18,18,1,0,141,98,740
1/4/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1307,7,7,0,0,1631,11,11,0,0,144,97,740
1/5/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1348,48,48,1,3,1722,62,62,4,0,154,111,740
1/6/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1440,100,100,1,6,1747,87,87,5,0,127,101,740
1/7/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1304,4,4,0,0,1626,6,6,0,0,142,96,740
1/8/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1300,0,0,0,0,1553,-27,0,-2,0,113,91,740
1/9/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1325,25,25,1,1,1623,3,3,0,0,118,98,740
1/10/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1451,111,111,1,7,1802,102,102,6,0,131,95,740
1/11/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1504,124,124,1,8,1835,135,135,9,0,151,131,740
1/12/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1256,-4,0,0,-1,1551,-29,0,-2,0,115,93,740
1/13/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1257,-3,0,0,-1,1548,-32,0,-2,0,111,96,740
1/14/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1303,3,3,0,0,1628,8,8,0,0,145,103,740
1/15/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1255,-5,0,0,-1,1625,5,5,0,0,150,115,740
1/16/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1307,7,7,0,0,1604,-16,0,-2,0,117,98,740
1/17/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1316,16,16,1,1,1623,3,3,0,0,127,105,740
1/18/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1304,4,4,0,0,1625,5,5,0,0,141,99,740
1/19/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1256,-4,0,0,-1,1553,-27,0,-2,0,117,95,740
1/20/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1257,-3,0,0,-1,1602,-18,0,-2,0,125,100,740
1/21/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,,,,,,,,,,1,,,740
1/22/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1334,34,34,1,2,1639,19,19,1,0,125,100,740
1/23/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1257,-3,0,0,-1,1559,-21,0,-2,0,122,100,740
1/24/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1306,6,6,0,0,1613,-7,0,-1,0,127,103,740
1/25/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1254,-6,0,0,-1,1640,20,20,1,0,166,123,740
1/26/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1323,23,23,1,1,1634,14,14,0,0,131,93,740
1/27/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1257,-3,0,0,-1,1552,-28,0,-2,0,115,92,740
1/28/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1254,-6,0,0,-1,1543,-37,0,-2,0,109,93,740
1/29/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1300,0,0,0,0,1629,9,9,0,0,149,111,740
1/30/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1256,-4,0,0,-1,1550,-30,0,-2,0,114,95,740
1/31/2014,AA,AA,ORD,"Chicago, IL",IL,JFK,"New York, NY",NY,1258,-2,0,0,-1,1603,-17,0,-2,0,125,92,740
1/1/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1733,18,18,1,1,2024,69,69,4,0,231,155,740
1/2/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1837,82,82,1,5,2108,113,113,7,0,211,120,740
1/3/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,740
1/4/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1811,56,56,1,3,1944,29,29,1,0,153,124,740
1/5/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1854,99,99,1,6,2025,70,70,4,0,151,119,740
1/6/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1851,96,96,1,6,2029,74,74,4,0,158,124,740
1/7/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1711,-4,0,0,-1,1907,-8,0,-1,0,176,131,740
1/8/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1716,1,1,0,0,1932,17,17,1,0,196,133,740
1/9/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1714,-1,0,0,-1,1924,9,9,0,0,190,144,740
1/10/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1908,113,113,1,7,2100,105,105,7,0,172,139,740
1/11/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,2309,354,354,1,12,41,326,326,12,0,152,111,740
1/12/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1711,-4,0,0,-1,1841,-34,0,-2,0,150,128,740
1/13/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1728,13,13,0,0,1917,2,2,0,0,169,133,740
1/14/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1718,3,3,0,0,1900,-15,0,-1,0,162,125,740
1/15/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1723,8,8,0,0,1905,-10,0,-1,0,162,117,740
1/16/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1715,0,0,0,0,1852,-23,0,-2,0,157,124,740
1/17/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1728,13,13,0,0,1922,7,7,0,0,174,126,740
1/18/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1848,93,93,1,6,2015,60,60,4,0,147,119,740
1/19/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1714,-1,0,0,-1,1849,-26,0,-2,0,155,126,740
1/20/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1710,-5,0,0,-1,1914,-1,0,-1,0,184,143,740
1/21/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,,,,,,,,,,1,,,740
1/22/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1750,35,35,1,2,1937,22,22,1,0,167,116,740
1/23/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1728,13,13,0,0,1918,3,3,0,0,170,123,740
1/24/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1844,89,89,1,5,2042,87,87,5,0,178,143,740
1/25/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1829,74,74,1,4,2024,69,69,4,0,175,120,740
1/26/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1740,25,25,1,1,2003,48,48,3,0,203,146,740
1/27/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1711,-4,0,0,-1,1857,-18,0,-2,0,166,131,740
1/28/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1708,-7,0,0,-1,1844,-31,0,-2,0,156,124,740
1/29/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1725,10,10,0,0,1911,-4,0,-1,0,166,125,740
1/30/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1714,-1,0,0,-1,1859,-16,0,-2,0,165,134,740
1/31/2014,AA,AA,JFK,"New York, NY",NY,ORD,"Chicago, IL",IL,1712,-3,0,0,-1,1907,-8,0,-1,0,175,144,740
1/1/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,711,-4,0,0,-1,1513,8,8,0,0,302,270,2342
1/2/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,716,1,1,0,0,1507,2,2,0,0,291,269,2342
1/3/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,709,-6,0,0,-1,1516,11,11,0,0,307,271,2342
1/4/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,708,-7,0,0,-1,1446,-19,0,-2,0,278,251,2342
1/5/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,714,-1,0,0,-1,1446,-19,0,-2,0,272,252,2342
1/6/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,712,-3,0,0,-1,1515,10,10,0,0,303,267,2342
1/7/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,713,-2,0,0,-1,1455,-10,0,-1,0,282,261,2342
1/8/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,727,12,12,0,0,1526,21,21,1,0,299,275,2342
1/9/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,712,-3,0,0,-1,1458,-7,0,-1,0,286,257,2342
1/10/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,706,-9,0,0,-1,1503,-2,0,-1,0,297,263,2342
1/11/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,712,-3,0,0,-1,1505,0,0,0,0,293,262,2342
1/12/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,711,-4,0,0,-1,1454,-11,0,-1,0,283,260,2342
1/13/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,704,-11,0,0,-1,1440,-25,0,-2,0,276,253,2342
1/14/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,714,-1,0,0,-1,1514,9,9,0,0,300,264,2342
1/15/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,714,-1,0,0,-1,1507,2,2,0,0,293,273,2342
1/16/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,709,-6,0,0,-1,1513,8,8,0,0,304,274,2342
1/17/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,712,-3,0,0,-1,1500,-5,0,-1,0,288,267,2342
1/18/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,709,-6,0,0,-1,1452,-13,0,-1,0,283,262,2342
1/19/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,713,-2,0,0,-1,1501,-4,0,-1,0,288,259,2342
1/20/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,715,0,0,0,0,1447,-18,0,-2,0,272,252,2342
1/21/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,714,-1,0,0,-1,1440,-25,0,-2,0,266,245,2342
1/22/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,707,-8,0,0,-1,1445,-20,0,-2,0,278,256,2342
1/23/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,708,-7,0,0,-1,1432,-33,0,-2,0,264,242,2342
1/24/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,708,-7,0,0,-1,1438,-27,0,-2,0,270,245,2342
1/25/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,709,-6,0,0,-1,1445,-20,0,-2,0,276,252,2342
1/26/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,712,-3,0,0,-1,1439,-26,0,-2,0,267,247,2342
1/27/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,714,-1,0,0,-1,1447,-18,0,-2,0,273,252,2342
1/28/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,707,-8,0,0,-1,1449,-16,0,-2,0,282,258,2342
1/29/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,733,18,18,1,1,1514,9,9,0,0,281,258,2342
1/30/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,710,-5,0,0,-1,1450,-15,0,-1,0,280,261,2342
1/31/2014,AA,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,719,4,4,0,0,1531,26,26,1,0,312,267,2342
1/1/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1318,3,3,0,0,2124,-16,0,-2,0,306,283,2611
1/2/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,,,,,,,,,,1,,,2611
1/3/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1308,-7,0,0,-1,2131,-9,0,-1,0,323,301,2611
1/4/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1358,43,43,1,2,2159,19,19,1,0,301,281,2611
1/5/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1314,-1,0,0,-1,2146,6,6,0,0,332,296,2611
1/6/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1310,-5,0,0,-1,2134,-6,0,-1,0,324,296,2611
1/7/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1315,0,0,0,0,2129,-11,0,-1,0,314,285,2611
1/8/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1305,-10,0,0,-1,2121,-19,0,-2,0,316,286,2611
1/9/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1318,3,3,0,0,2128,-12,0,-1,0,310,290,2611
1/10/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1312,-3,0,0,-1,2127,-13,0,-1,0,315,294,2611
1/11/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1329,14,14,0,0,2155,15,15,1,0,326,297,2611
1/12/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1330,15,15,1,1,2134,-6,0,-1,0,304,285,2611
1/13/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1311,-4,0,0,-1,2123,-17,0,-2,0,312,295,2611
1/14/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1322,7,7,0,0,2143,3,3,0,0,321,305,2611
1/15/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1320,5,5,0,0,2139,-1,0,-1,0,319,299,2611
1/16/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1309,-6,0,0,-1,2146,6,6,0,0,337,310,2611
1/17/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1309,-6,0,0,-1,2127,-13,0,-1,0,318,299,2611
1/18/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1311,-4,0,0,-1,2151,11,11,0,0,340,313,2611
1/19/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1308,-7,0,0,-1,2113,-27,0,-2,0,305,288,2611
1/20/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1312,-3,0,0,-1,2121,-19,0,-2,0,309,291,2611
1/21/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,,,,,,,,,,1,,,2611
1/22/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1309,-6,0,0,-1,2131,-9,0,-1,0,322,286,2611
1/23/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1313,-2,0,0,-1,2116,-24,0,-2,0,303,285,2611
1/24/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1313,-2,0,0,-1,2157,17,17,1,0,344,321,2611
1/25/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1307,-8,0,0,-1,2121,-19,0,-2,0,314,293,2611
1/26/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1312,-3,0,0,-1,2112,-28,0,-2,0,300,282,2611
1/27/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1329,14,14,0,0,2136,-4,0,-1,0,307,282,2611
1/28/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1311,-4,0,0,-1,2113,-27,0,-2,0,302,282,2611
1/29/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1308,-7,0,0,-1,2125,-15,0,-1,0,317,301,2611
1/30/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1309,-6,0,0,-1,2101,-39,0,-2,0,292,263,2611
1/31/2014,AA,AA,LAX,"Los Angeles, CA",CA,BOS,"Boston, MA",MA,1906,351,351,1,12,249,309,309,12,0,283,262,2611
1/1/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2203,8,8,0,0,531,6,6,0,0,268,247,2218
1/2/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2150,-5,0,0,-1,530,5,5,0,0,280,252,2218
1/3/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2150,-5,0,0,-1,514,-11,0,-1,0,264,246,2218
1/4/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2155,0,0,0,0,501,-24,0,-2,0,246,229,2218
1/5/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2207,12,12,0,0,530,5,5,0,0,263,241,2218
1/6/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2153,-2,0,0,-1,529,4,4,0,0,276,252,2218
1/7/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2154,-1,0,0,-1,513,-12,0,-1,0,259,240,2218
1/8/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2153,-2,0,0,-1,507,-18,0,-2,0,254,236,2218
1/9/2014,AA,AA,LAX,"Los Angeles, CA",CA,MCO,"Orlando, FL",FL,2154,-1,0,0,-1,516,-9,0,-1,0,262,246,2218
